accuracy,loss,val_accuracy,val_loss
0.4091160297393799,1.8228720426559448,0.48861193656921387,1.5663869380950928
0.5177716612815857,1.4741390943527222,0.5277180671691895,1.471044659614563
0.5419889688491821,1.3767693042755127,0.5642458200454712,1.3508272171020508
0.5648250579833984,1.3103424310684204,0.5883111357688904,1.2468607425689697
0.5805708765983582,1.2634519338607788,0.5990545749664307,1.2194443941116333
0.5959484577178955,1.2172894477844238,0.6226901412010193,1.1367582082748413
0.5991712808609009,1.2004705667495728,0.6201117038726807,1.1447945833206177
0.6051565408706665,1.1784416437149048,0.6106575131416321,1.1843266487121582
0.618968665599823,1.1438791751861572,0.6424580812454224,1.0975072383880615
0.6281768083572388,1.1154801845550537,0.6102277636528015,1.1694278717041016
0.6295580267906189,1.1080132722854614,0.629565954208374,1.104386806488037
0.6319521069526672,1.0953361988067627,0.6428878307342529,1.0821404457092285
0.6450276374816895,1.0632147789001465,0.6639450192451477,1.039977788925171
0.6420810222625732,1.0654871463775635,0.6574988961219788,1.0568667650222778
0.6510128974914551,1.0429776906967163,0.6635152697563171,1.020114779472351
0.6527624130249023,1.0342456102371216,0.6725397706031799,1.0067975521087646
0.6563535928726196,1.0314947366714478,0.6725397706031799,0.9913756847381592
0.658839762210846,1.0173476934432983,0.6699613332748413,1.0168622732162476
0.6578269004821777,1.0104455947875977,0.6635152697563171,1.0178446769714355
0.6687845587730408,0.9878613948822021,0.6875805854797363,0.975193977355957
